WeekEnding,HB,AgeGroup,Sex,NumberAttendances,Average20182019
20200202,S08000020,75 - 84,All,160,151.5
20200202,S08000020,85 and over,All,95,83
20200202,S08000020,All ages,All,2039,1898
20200202,S08000020,All ages,Female,983,894.5
20200202,S08000020,All ages,Male,1017,949.5
20200202,S08000022,Under 5,All,55,56
20200202,S08000022,5 - 14,All,116,101.5
20200202,S08000022,15 - 44,All,394,390.5
20200202,S08000022,45 - 64,All,227,244.5
20200202,S08000022,65 - 74,All,117,108.5
20200202,S08000022,75 - 84,All,123,111.5
20200202,S08000022,85 and over,All,65,57.5
20200202,S08000022,All ages,All,1128,1118
20200202,S08000022,All ages,Female,538,512
20200202,S08000022,All ages,Male,559,558
20200202,S08000024,Under 5,All,572,659.5
20200202,S08000024,5 - 14,All,573,559.5
20200202,S08000024,15 - 44,All,1518,1418
20200202,S08000024,45 - 64,All,839,782
20200202,S08000024,65 - 74,All,362,317
20200202,S08000024,75 - 84,All,310,300.5
20200202,S08000024,85 and over,All,208,181.5
20200202,S08000024,All ages,All,4565,4339
20200202,S08000024,All ages,Female,2235,2124
20200202,S08000024,All ages,Male,2147,2094
20200202,S08000025,Under 5,All,7,6
20200202,S08000025,5 - 14,All,7,10
20200202,S08000025,15 - 44,All,40,44
20200202,S08000025,45 - 64,All,30,27.5
20200202,S08000025,65 - 74,All,14,10.5
20200202,S08000025,75 - 84,All,16,14
20200202,S08000025,85 and over,All,10,9
20200202,S08000025,All ages,All,125,123.5
20200202,S08000025,All ages,Female,60,56.5
20200202,S08000025,All ages,Male,64,64.5
20200202,S08000026,Under 5,All,21,8.5
20200202,S08000026,5 - 14,All,14,15.5
20200202,S08000026,15 - 44,All,41,42.5
20200202,S08000026,45 - 64,All,31,37.5
20200202,S08000026,65 - 74,All,21,16.5
20200202,S08000026,75 - 84,All,15,13.5
20200202,S08000026,85 and over,All,8,9
20200202,S08000026,All ages,All,159,153
20200202,S08000026,All ages,Female,82,67
20200202,S08000026,All ages,Male,69,76
20200202,S08000028,Under 5,All,7,10.5
20200202,S08000028,5 - 14,All,13,15
20200202,S08000028,15 - 44,All,28,33.5
20200202,S08000028,45 - 64,All,31,34
20200202,S08000028,65 - 74,All,16,17
20200202,S08000028,75 - 84,All,19,18
20200202,S08000028,All ages,All,119,138
20200202,S08000028,All ages,Female,56,74.5
20200202,S08000028,All ages,Male,62,60.5
20200202,S08000029,Under 5,All,106,95.5
20200202,S08000029,5 - 14,All,127,108.5
20200202,S08000029,15 - 44,All,433,466
20200202,S08000029,45 - 64,All,268,258.5
20200202,S08000029,65 - 74,All,95,112
20200202,S08000029,75 - 84,All,127,113
20200202,S08000029,85 and over,All,80,68.5
20200202,S08000029,All ages,All,1252,1234
20200202,S08000029,All ages,Female,618,583
20200202,S08000029,All ages,Male,618,639
20200202,S08000030,Under 5,All,105,88
20200202,S08000030,5 - 14,All,138,127.5
20200202,S08000030,15 - 44,All,565,562
20200202,S08000030,45 - 64,All,288,279
20200202,S08000030,65 - 74,All,144,111.5
20200202,S08000030,75 - 84,All,99,119.5
20200202,S08000030,85 and over,All,96,85.5
20200202,S08000030,All ages,All,1457,1377.5
20200202,S08000030,All ages,Female,702,646
20200202,S08000030,All ages,Male,733,727
20200202,S08000031,Under 5,All,775,846.5
20200202,S08000031,5 - 14,All,672,693
20200202,S08000031,15 - 44,All,2352,2411.5
20200202,S08000031,45 - 64,All,1404,1449
20200202,S08000031,65 - 74,All,572,527.5
20200202,S08000031,75 - 84,All,542,526.5
20200202,S08000031,85 and over,All,335,299
20200202,S08000031,All ages,All,6772,6803.5
20200202,S08000031,All ages,Female,3218,3343.5
20200202,S08000031,All ages,Male,3434,3409.5
20200202,S08000032,Under 5,All,196,202.5
20200202,S08000032,5 - 14,All,304,316
20200202,S08000032,15 - 44,All,1395,1401.5
20200202,S08000032,45 - 64,All,1027,979.5
20200202,S08000032,65 - 74,All,424,426.5
20200202,S08000032,75 - 84,All,406,371
20200202,S08000032,85 and over,All,194,190.5
20200202,S08000032,All ages,All,3976,3916.5
20200202,S08000032,All ages,Female,2010,1979
20200202,S08000032,All ages,Male,1936,1908.5
20200202,S92000003,Under 5,All,2402,2522.5
20200202,S92000003,5 - 14,All,2628,2595
20200202,S92000003,15 - 44,All,9060,8989
20200202,S92000003,45 - 64,All,5569,5452
20200202,S92000003,65 - 74,All,2457,2289.5
20200202,S92000003,75 - 84,All,2258,2174.5
20200202,S92000003,85 and over,All,1375,1232
20200202,S92000003,All ages,All,26250,25653.5
20200202,S92000003,All ages,Female,12779,12489
20200202,S92000003,All ages,Male,12970,12765.5
20200209,S08000015,Under 5,All,177,214
20200209,S08000015,5 - 14,All,209,212.5
20200209,S08000015,15 - 44,All,638,682.5
20200209,S08000015,45 - 64,All,390,423.5
20200209,S08000015,65 - 74,All,205,193
20200209,S08000015,75 - 84,All,178,176
20200209,S08000015,85 and over,All,82,112.5
20200209,S08000015,All ages,All,1897,2020
20200209,S08000015,All ages,Female,933,995
20200209,S08000015,All ages,Male,946,1019
20200209,S08000016,Under 5,All,30,25.5
20200209,S08000016,5 - 14,All,41,41
20200209,S08000016,15 - 44,All,159,166.5
20200209,S08000016,45 - 64,All,141,141.5
20200209,S08000016,65 - 74,All,70,78.5
20200209,S08000016,75 - 84,All,67,74
20200209,S08000016,85 and over,All,55,54
20200209,S08000016,All ages,All,569,584
20200209,S08000016,All ages,Female,286,298.5
20200209,S08000016,All ages,Male,277,282.5
20200209,S08000017,Under 5,All,69,83
20200209,S08000017,5 - 14,All,74,94
20200209,S08000017,15 - 44,All,273,293
20200209,S08000017,45 - 64,All,170,183
20200209,S08000017,65 - 74,All,89,94
20200209,S08000017,75 - 84,All,92,82
20200209,S08000017,85 and over,All,59,43
20200209,S08000017,All ages,All,838,872.5
20200209,S08000017,All ages,Female,439,444
20200209,S08000017,All ages,Male,387,428
20200209,S08000019,Under 5,All,98,80.5
20200209,S08000019,5 - 14,All,110,88.5
20200209,S08000019,15 - 44,All,416,413
20200209,S08000019,45 - 64,All,256,262.5
20200209,S08000019,65 - 74,All,125,114
20200209,S08000019,75 - 84,All,135,100.5
20200209,S08000019,85 and over,All,71,42.5
20200209,S08000019,All ages,All,1231,1152
20200209,S08000019,All ages,Female,591,522
20200209,S08000019,All ages,Male,620,579.5
20200209,S08000020,Under 5,All,154,161.5
20200209,S08000020,5 - 14,All,242,189.5
20200209,S08000020,15 - 44,All,706,706.5
20200209,S08000020,45 - 64,All,386,419
20200209,S08000020,65 - 74,All,200,167
20200209,S08000020,75 - 84,All,140,143.5
20200209,S08000020,85 and over,All,95,96
20200209,S08000020,All ages,All,1963,1934.5
20200209,S08000020,All ages,Female,950,913
20200209,S08000020,All ages,Male,973,970
20200209,S08000022,Under 5,All,62,60.5
20200209,S08000022,5 - 14,All,113,95
20200209,S08000022,15 - 44,All,388,386.5
20200209,S08000022,45 - 64,All,249,257.5
20200209,S08000022,65 - 74,All,107,122
20200209,S08000022,75 - 84,All,98,92
20200209,S08000022,85 and over,All,55,56
20200209,S08000022,All ages,All,1116,1111
20200209,S08000022,All ages,Female,516,501
20200209,S08000022,All ages,Male,556,568.5
20200209,S08000024,Under 5,All,604,686.5
20200209,S08000024,5 - 14,All,534,565
20200209,S08000024,15 - 44,All,1532,1413.5
20200209,S08000024,45 - 64,All,873,803
20200209,S08000024,65 - 74,All,319,331.5
20200209,S08000024,75 - 84,All,284,310.5
20200209,S08000024,85 and over,All,196,176
20200209,S08000024,All ages,All,4542,4434.5
20200209,S08000024,All ages,Female,2195,2113.5
20200209,S08000024,All ages,Male,2147,2172.5
20200209,S08000025,Under 5,All,12,4.5
20200209,S08000025,5 - 14,All,16,8
20200209,S08000025,15 - 44,All,31,40
20200209,S08000025,45 - 64,All,30,24
20200209,S08000025,65 - 74,All,13,15.5
20200209,S08000025,75 - 84,All,14,17
20200209,S08000025,85 and over,All,12,9.5
20200209,S08000025,All ages,All,129,119.5
20200209,S08000025,All ages,Female,63,59.5
20200209,S08000025,All ages,Male,65,59
20200209,S08000026,Under 5,All,17,15.5
20200209,S08000026,5 - 14,All,19,15
20200209,S08000026,15 - 44,All,48,58
20200209,S08000026,45 - 64,All,31,29.5
20200209,S08000026,65 - 74,All,13,20
20200209,S08000026,75 - 84,All,13,10
20200209,S08000026,85 and over,All,7,9
20200209,S08000026,All ages,All,148,163
20200209,S08000026,All ages,Female,72,72.5
20200209,S08000026,All ages,Male,76,84.5
20200209,S08000028,Under 5,All,8,5
20200209,S08000028,15 - 44,All,26,35
20200209,S08000028,45 - 64,All,27,25
20200209,S08000028,65 - 74,All,13,15.5
20200209,S08000028,75 - 84,All,13,11
20200209,S08000028,85 and over,All,11,7.5
20200209,S08000028,All ages,All,102,109
20200209,S08000028,All ages,Female,53,49
20200209,S08000028,All ages,Male,49,58
20200209,S08000029,Under 5,All,99,94.5
20200209,S08000029,5 - 14,All,134,118.5
20200209,S08000029,15 - 44,All,482,425.5
20200209,S08000029,45 - 64,All,318,258
20200209,S08000029,65 - 74,All,117,131
20200209,S08000029,75 - 84,All,115,113
20200209,S08000029,85 and over,All,66,66.5
20200209,S08000029,All ages,All,1348,1215
20200209,S08000029,All ages,Female,666,609.5
20200209,S08000029,All ages,Male,665,597.5
20200209,S08000030,Under 5,All,96,115
20200209,S08000030,5 - 14,All,170,129.5
20200209,S08000030,15 - 44,All,556,592.5
20200209,S08000030,45 - 64,All,297,275.5
20200209,S08000030,65 - 74,All,129,128.5
20200209,S08000030,75 - 84,All,117,117
20200209,S08000030,85 and over,All,79,76
20200209,S08000030,All ages,All,1474,1434.5
20200209,S08000030,All ages,Female,709,687
20200209,S08000030,All ages,Male,735,747
20200209,S08000031,Under 5,All,723,876.5
20200209,S08000031,5 - 14,All,643,700
20200209,S08000031,15 - 44,All,2383,2499.5
20200209,S08000031,45 - 64,All,1406,1444.5
20200209,S08000031,65 - 74,All,578,573
20200209,S08000031,75 - 84,All,531,515.5
20200209,S08000031,85 and over,All,292,287.5
20200209,S08000031,All ages,All,6701,6904.5
20200209,S08000031,All ages,Female,3323,3394
20200209,S08000031,All ages,Male,3233,3502.5
20200209,S08000032,Under 5,All,236,228.5
20200209,S08000032,5 - 14,All,329,343
20200209,S08000032,15 - 44,All,1428,1430
20200209,S08000032,45 - 64,All,966,1017.5
20200209,S08000032,65 - 74,All,453,417
20200209,S08000032,75 - 84,All,353,377
20200209,S08000032,85 and over,All,181,180
20200209,S08000032,All ages,All,3990,4021
20200209,S08000032,All ages,Female,1994,2023
20200209,S08000032,All ages,Male,1952,1970
20200209,S92000003,Under 5,All,2385,2651
20200209,S92000003,5 - 14,All,2638,2607.5
20200209,S92000003,15 - 44,All,9066,9142
20200209,S92000003,45 - 64,All,5540,5564
20200209,S92000003,65 - 74,All,2431,2400.5
20200209,S92000003,75 - 84,All,2150,2139
20200209,S92000003,85 and over,All,1261,1216
20200209,S92000003,All ages,All,26048,26075
20200209,S92000003,All ages,Female,12790,12681.5
20200209,S92000003,All ages,Male,12681,13038.5
20200216,S08000015,Under 5,All,151,228
20200216,S08000015,5 - 14,All,149,186
20200216,S08000015,15 - 44,All,607,708.5
20200216,S08000015,45 - 64,All,418,454.5
20200216,S08000015,65 - 74,All,191,203
20200216,S08000015,75 - 84,All,195,168.5
20200216,S08000015,85 and over,All,82,103
20200216,S08000015,All ages,All,1811,2065
20200216,S08000015,All ages,Female,919,1009.5
20200216,S08000015,All ages,Male,874,1042
20200216,S08000016,Under 5,All,16,25.5
20200216,S08000016,5 - 14,All,28,39.5
20200216,S08000016,15 - 44,All,166,164
20200216,S08000016,45 - 64,All,124,128.5
20200216,S08000016,65 - 74,All,95,67.5
20200216,S08000016,75 - 84,All,70,75
20200216,S08000016,85 and over,All,52,40.5
20200216,S08000016,All ages,All,564,548.5
20200216,S08000016,All ages,Female,285,264
20200216,S08000016,All ages,Male,266,276.5
20200216,S08000017,Under 5,All,99,77
20200216,S08000017,5 - 14,All,74,96
20200216,S08000017,15 - 44,All,285,263.5
20200216,S08000017,45 - 64,All,165,198
20200216,S08000017,65 - 74,All,93,86
20200216,S08000017,75 - 84,All,100,96.5
20200216,S08000017,85 and over,All,40,54.5
20200216,S08000017,All ages,All,878,881
20200216,S08000017,All ages,Female,432,449
20200216,S08000017,All ages,Male,424,422.5
20200216,S08000019,Under 5,All,89,77
20200216,S08000019,5 - 14,All,87,88
20200216,S08000019,15 - 44,All,430,428.5
20200216,S08000019,45 - 64,All,308,293.5
20200216,S08000019,65 - 74,All,120,104
20200216,S08000019,75 - 84,All,120,110.5
20200216,S08000019,85 and over,All,50,53
20200216,S08000019,All ages,All,1217,1171.5
20200216,S08000019,All ages,Female,585,566
20200216,S08000019,All ages,Male,619,588.5
20200216,S08000020,Under 5,All,143,156.5
20200216,S08000020,5 - 14,All,212,198.5
20200216,S08000020,15 - 44,All,668,688.5
20200216,S08000020,45 - 64,All,373,400.5
20200216,S08000020,65 - 74,All,163,166
20200216,S08000020,75 - 84,All,142,151.5
20200216,S08000020,85 and over,All,96,88.5
20200216,S08000020,All ages,All,1849,1907.5
20200216,S08000020,All ages,Female,867,870
20200216,S08000020,All ages,Male,930,980
20200216,S08000022,Under 5,All,68,62.5
20200216,S08000022,5 - 14,All,79,100.5
20200216,S08000022,15 - 44,All,392,354
20200216,S08000022,45 - 64,All,233,256.5
20200216,S08000022,65 - 74,All,97,130
20200216,S08000022,75 - 84,All,94,99
20200216,S08000022,85 and over,All,51,56.5
20200216,S08000022,All ages,All,1069,1107.5
20200216,S08000022,All ages,Female,511,498.5
20200216,S08000022,All ages,Male,503,560.5
20200216,S08000024,Under 5,All,536,648
20200216,S08000024,5 - 14,All,390,466
20200216,S08000024,15 - 44,All,1358,1396
20200216,S08000024,45 - 64,All,848,832.5
20200216,S08000024,65 - 74,All,341,357
20200216,S08000024,75 - 84,All,294,326.5
20200216,S08000024,85 and over,All,175,186.5
20200216,S08000024,All ages,All,4130,4375
20200216,S08000024,All ages,Female,2060,2107.5
20200216,S08000024,All ages,Male,1882,2105
20200216,S08000025,5 - 14,All,6,9.5
20200216,S08000025,15 - 44,All,47,40.5
20200216,S08000025,45 - 64,All,34,23.5
20200216,S08000025,65 - 74,All,9,14.5
20200216,S08000025,75 - 84,All,17,11.5
20200216,S08000025,85 and over,All,8,7.5
20200216,S08000025,All ages,All,122,118.5
20200216,S08000025,All ages,Female,56,57
20200216,S08000025,All ages,Male,66,59.5
20200216,S08000026,Under 5,All,18,14
20200216,S08000026,5 - 14,All,15,12
20200216,S08000026,15 - 44,All,47,40.5
20200216,S08000026,45 - 64,All,31,35.5
20200216,S08000026,65 - 74,All,18,15.5
20200216,S08000026,75 - 84,All,11,14
20200216,S08000026,85 and over,All,8,5.5
20200216,S08000026,All ages,All,148,144
20200216,S08000026,All ages,Female,65,60
20200216,S08000026,All ages,Male,83,77
20200216,S08000028,Under 5,All,7,6.5
20200216,S08000028,5 - 14,All,13,6.5
20200216,S08000028,15 - 44,All,27,40.5
20200216,S08000028,45 - 64,All,30,35.5
20200216,S08000028,65 - 74,All,16,10
20200216,S08000028,75 - 84,All,13,13.5
20200216,S08000028,85 and over,All,5,7
20200216,S08000028,All ages,All,112,122
20200216,S08000028,All ages,Female,49,58.5
20200216,S08000028,All ages,Male,62,61
20200216,S08000029,Under 5,All,68,99.5
20200216,S08000029,5 - 14,All,93,102.5
20200216,S08000029,15 - 44,All,445,465.5
20200216,S08000029,45 - 64,All,262,287.5
20200216,S08000029,65 - 74,All,132,126
20200216,S08000029,75 - 84,All,126,109
20200216,S08000029,85 and over,All,71,56.5
20200216,S08000029,All ages,All,1216,1262
20200216,S08000029,All ages,Female,616,612.5
20200216,S08000029,All ages,Male,581,634
20200216,S08000030,Under 5,All,103,117
20200216,S08000030,5 - 14,All,111,137.5
20200216,S08000030,15 - 44,All,476,578
20200216,S08000030,45 - 64,All,283,285.5
20200216,S08000030,65 - 74,All,116,118
20200216,S08000030,75 - 84,All,95,120.5
20200216,S08000030,85 and over,All,77,76
20200216,S08000030,All ages,All,1295,1441.5
20200216,S08000030,All ages,Female,614,685
20200216,S08000030,All ages,Male,647,747.5
20200216,S08000031,Under 5,All,729,863.5
20200216,S08000031,5 - 14,All,524,634.5
20200216,S08000031,15 - 44,All,2429,2519
20200216,S08000031,45 - 64,All,1390,1500
20200216,S08000031,65 - 74,All,520,544
20200216,S08000031,75 - 84,All,465,527.5
20200216,S08000031,85 and over,All,328,310
20200216,S08000031,All ages,All,6527,6937.5
20200216,S08000031,All ages,Female,3204,3399.5
20200216,S08000031,All ages,Male,3181,3499
20200216,S08000032,Under 5,All,199,231.5
20200216,S08000032,5 - 14,All,206,269
20200216,S08000032,15 - 44,All,1306,1406.5
20200216,S08000032,45 - 64,All,927,1033
20200216,S08000032,65 - 74,All,446,393
20200216,S08000032,75 - 84,All,365,361.5
20200216,S08000032,85 and over,All,154,194
20200216,S08000032,All ages,All,3654,3929.5
20200216,S08000032,All ages,Female,1821,1970
20200216,S08000032,All ages,Male,1782,1918.5
20200216,S92000003,Under 5,All,2227,2616
20200216,S92000003,5 - 14,All,1987,2346
20200216,S92000003,15 - 44,All,8683,9093.5
20200216,S92000003,45 - 64,All,5426,5764.5
20200216,S92000003,65 - 74,All,2357,2334.5
20200216,S92000003,75 - 84,All,2107,2185
20200216,S92000003,85 and over,All,1197,1239
20200216,S92000003,All ages,All,24592,26011
20200216,S92000003,All ages,Female,12084,12607
20200216,S92000003,All ages,Male,11900,12971.5
20200223,S08000015,Under 5,All,150,188.5
20200223,S08000015,5 - 14,All,211,242
20200223,S08000015,15 - 44,All,654,710.5
20200223,S08000015,45 - 64,All,427,456
20200223,S08000015,65 - 74,All,177,188
20200223,S08000015,75 - 84,All,189,162.5
20200223,S08000015,85 and over,All,86,79
20200223,S08000015,All ages,All,1927,2048
20200223,S08000015,All ages,Female,957,1023.5
20200223,S08000015,All ages,Male,937,1003
20200223,S08000016,Under 5,All,21,23
20200223,S08000016,5 - 14,All,31,45.5
20200223,S08000016,15 - 44,All,161,177.5
20200223,S08000016,45 - 64,All,141,145
20200223,S08000016,65 - 74,All,68,67.5
20200223,S08000016,75 - 84,All,70,68
20200223,S08000016,85 and over,All,47,43.5
20200223,S08000016,All ages,All,557,583.5
20200223,S08000016,All ages,Female,280,293
20200223,S08000016,All ages,Male,259,277
20200223,S08000017,Under 5,All,69,85
20200223,S08000017,5 - 14,All,56,90.5
20200223,S08000017,15 - 44,All,308,277.5
20200223,S08000017,45 - 64,All,187,184.5
20200223,S08000017,65 - 74,All,99,87.5
20200223,S08000017,75 - 84,All,99,83
20200223,S08000017,85 and over,All,55,47.5
20200223,S08000017,All ages,All,901,878
20200223,S08000017,All ages,Female,440,429.5
20200223,S08000017,All ages,Male,433,426
20200223,S08000019,Under 5,All,86,91
20200223,S08000019,5 - 14,All,79,110
20200223,S08000019,15 - 44,All,412,447
20200223,S08000019,45 - 64,All,304,282.5
